,workclass,fnlwgt,education,education-num,hours-per-week,marital-status,occupation,relationship,race,sex,native-country,capital-gain,capital-loss,target,xy,ground_truth,prob
10334,0,1,0,0,1,1,0,0,1,0,1,0,0,0,"(0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.043478260869565216
10335,1,0,1,1,1,0,0,1,0,0,0,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0,0.21428571428571427
10336,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
10337,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.08323424494649227
10338,1,1,0,0,0,1,0,0,0,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.012987012987012988
10339,1,0,1,1,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",1,0.15859030837004406
10340,1,0,0,0,1,0,0,1,0,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.05042016806722689
10341,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0,0.16666666666666666
10342,1,0,1,1,0,0,0,1,1,0,1,1,0,1,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1)",1,1.0
10343,0,1,1,1,1,1,0,0,0,0,0,0,1,0,"(0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0)",0,0.5
10344,0,1,0,0,1,0,0,1,1,0,1,0,0,1,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10345,1,1,0,0,1,1,0,0,1,1,0,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.015873015873015872
10346,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
10347,0,1,1,1,1,0,0,1,1,0,1,0,0,1,"(0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10348,1,1,1,1,0,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.017241379310344827
10349,1,1,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",1,0.07718120805369127
10350,1,1,1,1,0,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.23809523809523808
10351,1,1,1,1,0,1,1,0,1,1,1,0,0,0,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.016129032258064516
10352,1,0,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.06925207756232687
10353,1,0,1,1,1,0,0,1,1,1,0,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0)",0,0.3333333333333333
10354,1,0,1,1,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.007142857142857143
10355,1,1,1,1,1,0,1,1,0,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1)",1,1.0
10356,1,0,0,0,1,0,0,1,1,0,1,0,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10357,1,1,1,0,0,0,0,1,1,1,1,0,0,0,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.07142857142857142
10358,1,0,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.004201680672268907
10359,1,0,0,0,1,0,0,1,1,0,1,1,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.35443037974683544
10360,0,1,1,1,1,1,0,0,1,0,0,0,0,0,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.25
10361,1,1,1,0,0,1,0,0,1,1,1,0,0,1,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.031746031746031744
10362,1,1,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10363,1,1,0,0,0,1,0,0,1,1,1,0,1,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0)",0,0.1
10364,1,1,1,0,1,1,1,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.012195121951219513
10365,0,1,1,1,0,0,1,1,0,0,1,0,0,1,"(0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1)",1,1.0
10366,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
10367,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.24183006535947713
10368,1,0,1,0,1,1,1,0,1,1,1,0,0,1,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",1,0.19696969696969696
10369,1,0,0,0,1,0,1,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.1
10370,1,0,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.2317596566523605
10371,1,0,1,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.10423452768729642
10372,1,1,1,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006024096385542169
10373,0,0,1,0,1,1,1,0,1,0,1,0,0,0,"(0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.11764705882352941
10374,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0,0.1111111111111111
10375,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.16783216783216784
10376,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.08323424494649227
10377,0,0,0,0,1,0,0,1,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.07075471698113207
10378,1,0,1,1,1,1,1,0,0,1,0,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.1
10379,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.43783783783783786
10380,1,1,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.03007518796992481
10381,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.14798206278026907
10382,1,1,1,1,0,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.23809523809523808
10383,1,1,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.03007518796992481
10384,1,1,1,1,1,1,0,0,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.037037037037037035
10385,1,1,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10386,0,0,1,0,0,1,1,0,1,1,0,0,0,0,"(0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0)",0,0.5
10387,1,0,1,0,0,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.057692307692307696
10388,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.08323424494649227
10389,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10390,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.16783216783216784
10391,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.14798206278026907
10392,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
10393,0,1,1,1,1,1,1,0,1,0,1,0,0,1,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",1,1.0
10394,1,1,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.07718120805369127
10395,1,1,1,1,0,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.07142857142857142
10396,1,0,1,1,0,1,1,0,1,1,1,0,0,1,"(1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.06666666666666667
10397,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.16783216783216784
10398,1,1,0,0,0,1,0,0,1,0,1,1,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0)",0,0.09090909090909091
10399,1,0,1,1,1,1,0,0,0,1,0,0,0,1,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1)",0,0.16666666666666666
10400,1,1,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.006756756756756757
10401,1,1,0,0,0,1,0,0,0,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.012987012987012988
10402,1,0,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.06925207756232687
10403,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.06060606060606061
10404,1,1,0,0,0,1,1,0,0,1,0,0,0,0,"(1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0)",0,0.14285714285714285
10405,1,0,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.043795620437956206
10406,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.42911877394636017
10407,1,0,0,0,0,1,0,0,1,1,1,0,0,1,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.02857142857142857
10408,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",1,0.05714285714285714
10409,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10410,0,1,0,0,1,1,0,0,1,0,0,0,0,0,"(0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.16666666666666666
10411,1,1,0,0,0,0,0,1,1,0,1,1,0,0,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.1111111111111111
10412,1,1,0,0,0,1,0,0,1,1,0,0,0,1,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1)",0,0.058823529411764705
10413,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.42911877394636017
10414,1,0,0,0,1,0,0,1,1,0,1,1,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.35443037974683544
10415,1,0,0,0,1,0,0,1,1,1,0,0,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1)",1,0.5833333333333334
10416,1,1,1,1,1,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.010416666666666666
10417,1,0,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.16783216783216784
10418,1,0,1,1,1,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.02857142857142857
10419,1,1,1,0,0,1,1,0,0,1,1,0,0,0,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0)",0,0.07692307692307693
10420,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.07971014492753623
10421,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.24183006535947713
10422,1,1,1,1,1,0,0,1,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.17647058823529413
10423,0,0,1,1,1,0,1,1,1,0,1,0,0,0,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.38596491228070173
10424,1,1,1,0,1,1,0,0,1,0,1,0,0,1,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1)",1,1.0
10425,1,1,1,1,1,0,0,1,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.17647058823529413
10426,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.24183006535947713
10427,1,0,1,0,1,1,0,0,1,1,1,0,0,1,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.0851063829787234
10428,1,1,0,0,0,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.018018018018018018
10429,0,1,1,1,1,0,1,1,1,0,1,0,0,0,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.4819277108433735
10430,1,0,0,0,1,1,1,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.006896551724137931
10431,0,0,1,1,1,0,1,1,1,0,0,0,0,0,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",1,0.5833333333333334
10432,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.03225806451612903
10433,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003278688524590164
10434,1,1,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0045045045045045045
10435,1,0,0,0,0,1,0,0,0,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.012195121951219513
10436,1,0,1,1,0,1,1,0,1,1,1,0,0,1,"(1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.06666666666666667
10437,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
10438,0,0,1,1,1,0,1,1,1,0,1,0,0,0,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.38596491228070173
10439,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0030864197530864196
10440,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007112375533428165
10441,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.015151515151515152
10442,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.013986013986013986
10443,0,1,0,0,0,1,0,0,1,1,1,0,0,0,"(0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.1111111111111111
10444,0,0,1,1,1,0,0,1,1,0,1,0,0,1,"(0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10445,1,0,1,1,1,0,0,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10446,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10447,1,0,1,1,1,1,1,0,1,1,1,1,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0)",0,0.045454545454545456
10448,1,1,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.006756756756756757
10449,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
10450,1,1,1,0,0,1,0,0,0,1,1,1,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0)",0,0.5
10451,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.014285714285714285
10452,1,1,0,0,1,1,0,0,1,1,1,0,0,1,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.037037037037037035
10453,0,1,1,1,1,0,1,0,1,0,1,0,0,1,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1)",1,1.0
10454,1,1,1,0,1,1,1,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.012195121951219513
10455,1,0,1,1,1,0,1,1,1,0,1,1,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",1,0.7471264367816092
10456,1,0,1,1,1,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.02857142857142857
10457,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.42911877394636017
10458,0,1,1,0,0,1,0,0,1,0,0,0,0,1,"(0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1)",1,1.0
10459,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10460,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007112375533428165
10461,1,1,1,1,1,0,1,1,1,0,1,0,1,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
10462,1,1,0,0,1,1,0,0,0,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.008064516129032258
10463,1,1,1,0,0,1,0,0,0,1,1,0,0,1,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1)",0,0.05
10464,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.002197802197802198
10465,1,0,0,0,0,0,1,1,1,0,1,1,0,1,"(1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
10466,1,1,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0045045045045045045
10467,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.007751937984496124
10468,0,1,1,1,1,1,0,0,1,0,1,0,0,0,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.05
10469,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.004842615012106538
10470,0,0,1,0,1,0,1,1,1,0,1,0,0,0,"(0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.14035087719298245
10471,1,1,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.004807692307692308
10472,1,1,1,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006024096385542169
10473,1,1,0,0,1,0,0,1,1,0,1,1,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.296875
10474,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0907563025210084
10475,1,0,1,0,0,1,0,0,1,0,0,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.16666666666666666
10476,1,0,1,0,1,0,0,1,1,0,1,0,0,1,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10477,1,0,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.003125
10478,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.14798206278026907
10479,1,1,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10480,1,1,0,0,1,0,0,1,0,0,0,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",0,0.043478260869565216
10481,1,0,0,0,1,1,1,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.006896551724137931
10482,0,0,1,1,1,0,1,1,1,0,1,0,1,1,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
10483,1,0,0,0,0,0,1,1,1,0,1,0,0,1,"(1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10484,1,0,0,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0030864197530864196
10485,1,1,0,0,1,1,0,0,0,0,1,0,1,0,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0)",0,0.1
10486,1,1,1,0,0,1,0,0,1,1,1,0,0,1,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.031746031746031744
10487,1,1,0,0,1,0,1,1,1,0,1,0,1,1,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
10488,1,1,1,1,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0136986301369863
10489,1,1,1,1,1,0,1,1,1,0,1,1,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",0,0.819672131147541
10490,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.08323424494649227
10491,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006134969325153374
10492,1,0,1,1,1,1,0,0,1,1,1,0,0,1,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",0,0.125
10493,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10494,1,0,1,0,1,0,0,1,1,0,1,0,0,1,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
10495,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.08323424494649227
10496,1,0,0,0,1,0,1,1,1,0,1,1,0,1,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
10497,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.004842615012106538
