,workclass,fnlwgt,education,education-num,hours-per-week,marital-status,occupation,relationship,race,sex,native-country,capital-gain,capital-loss,target,xy,ground_truth,prob
2633,0,0,1,1,1,0,1,1,1,0,1,0,0,1,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2634,1,0,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.003125
2635,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.23195876288659795
2636,1,1,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.005291005291005291
2637,1,0,1,1,1,0,1,1,1,1,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",1,0.9625
2638,1,0,1,1,1,0,0,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2639,1,0,0,0,1,1,0,0,1,1,0,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.02040816326530612
2640,0,1,0,0,1,0,0,1,1,0,1,0,0,0,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.020833333333333332
2641,1,0,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0025188916876574307
2642,0,1,1,0,1,1,0,0,1,1,1,0,0,0,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.16666666666666666
2643,1,1,1,1,1,0,0,1,1,0,1,1,0,1,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",1,1.0
2644,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0025906735751295338
2645,1,0,1,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.04844290657439446
2646,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.5
2647,1,1,0,0,1,0,1,1,0,0,0,0,0,0,"(1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0)",0,0.3333333333333333
2648,1,0,1,0,1,1,0,0,1,1,1,1,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0)",0,0.07142857142857142
2649,1,0,0,0,1,0,0,1,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0)",0,0.018518518518518517
2650,1,1,0,0,1,1,0,0,0,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.006097560975609756
2651,1,0,1,1,1,0,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.1
2652,1,1,1,1,1,0,1,1,1,0,0,0,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1)",1,1.0
2653,1,0,1,0,1,1,0,0,0,0,0,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",0,0.07692307692307693
2654,1,0,1,0,1,0,1,1,0,0,1,0,0,0,"(1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0)",0,0.08333333333333333
2655,1,0,1,1,1,1,0,0,0,1,0,0,0,0,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0)",0,0.07692307692307693
2656,1,1,0,0,0,1,1,0,1,1,1,0,0,0,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.008695652173913044
2657,1,0,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003389830508474576
2658,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.03383458646616541
2659,1,1,1,1,1,0,1,1,1,0,0,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",0,0.125
2660,1,0,0,0,1,0,0,1,1,0,1,0,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2661,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.03787878787878788
2662,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
2663,1,0,1,1,1,1,1,0,1,1,1,0,0,1,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",1,0.5528455284552846
2664,1,0,1,1,1,1,1,0,1,1,1,1,0,1,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1)",1,0.9310344827586207
2665,1,0,1,1,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2666,1,0,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.001215066828675577
2667,1,1,0,0,1,0,0,1,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",0,0.011299435028248588
2668,0,1,1,0,1,1,0,0,1,1,0,0,0,0,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.3333333333333333
2669,1,0,1,0,1,1,1,0,1,1,1,0,0,1,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",1,0.4642857142857143
2670,1,1,0,0,1,0,0,1,1,0,1,1,0,1,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",1,1.0
2671,1,0,0,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.007518796992481203
2672,1,1,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.028268551236749116
2673,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
2674,1,1,0,0,0,1,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.016129032258064516
2675,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.03383458646616541
2676,1,0,1,0,0,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.02
2677,1,0,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006172839506172839
2678,1,0,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.003389830508474576
2679,1,0,1,0,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.006211180124223602
2680,1,1,1,1,0,0,1,1,1,0,0,0,0,0,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0)",0,0.1111111111111111
2681,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.056910569105691054
2682,1,0,1,1,1,0,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.1
2683,1,1,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.09868421052631579
2684,1,0,1,1,0,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.06976744186046512
2685,1,1,1,0,1,1,0,0,0,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.015151515151515152
2686,1,0,0,0,1,1,1,0,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.007518796992481203
2687,1,0,1,1,1,0,1,1,1,0,1,1,0,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
2688,1,0,1,1,1,0,0,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.045
2689,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0025906735751295338
2690,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.03383458646616541
2691,0,0,1,1,0,0,0,1,1,0,1,0,0,0,"(0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.10526315789473684
2692,1,1,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.03383458646616541
2693,1,0,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.02040816326530612
2694,1,1,1,0,1,0,0,1,1,0,1,1,0,0,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",0,0.2
2695,1,0,0,0,1,0,0,1,1,0,1,1,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",1,1.0
2696,1,0,1,0,0,1,0,0,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006134969325153374
2697,1,1,0,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.09868421052631579
2698,0,0,0,0,1,1,0,0,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.011363636363636364
2699,1,1,1,1,1,1,1,0,1,1,1,0,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.6578947368421053
2700,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.038461538461538464
2701,1,0,0,0,1,1,0,0,1,1,1,1,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0)",0,0.0625
2702,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.23195876288659795
2703,1,0,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.003125
2704,1,0,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0033112582781456954
2705,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.007462686567164179
2706,1,1,0,0,1,0,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.04
2707,0,0,1,1,1,0,1,1,1,0,1,1,0,1,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
2708,1,0,0,0,0,1,1,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0070921985815602835
2709,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
2710,1,0,1,0,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2711,1,1,1,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0038910505836575876
2712,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.002857142857142857
2713,1,0,1,0,1,1,1,0,1,1,1,1,0,1,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1)",1,0.75
2714,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
2715,1,0,1,1,1,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.005714285714285714
2716,1,0,1,1,0,0,1,1,1,1,1,0,0,1,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1)",1,0.9411764705882353
2717,1,0,1,1,1,1,1,0,1,0,0,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0)",0,0.05263157894736842
2718,1,1,1,1,1,1,1,0,0,0,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",0,0.023809523809523808
2719,1,0,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2720,1,0,1,0,0,1,0,0,0,1,1,1,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0)",0,0.3333333333333333
2721,1,0,1,0,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2722,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.007042253521126761
2723,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.007462686567164179
2724,1,1,1,1,1,1,1,0,1,1,1,1,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1)",1,0.9032258064516129
2725,1,1,1,1,1,1,1,0,1,1,1,0,0,1,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",1,0.6578947368421053
2726,1,0,1,1,1,1,1,0,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",1,1.0
2727,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
2728,1,0,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0033112582781456954
2729,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
2730,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",0,0.2
2731,1,0,1,1,0,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2732,1,0,1,0,1,1,0,0,1,0,1,1,0,0,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0)",0,0.0625
2733,0,0,1,0,0,1,1,0,1,1,1,0,0,0,"(0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.1111111111111111
2734,1,0,0,0,1,0,0,1,1,0,1,0,0,1,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2735,1,1,1,0,1,1,1,0,1,0,0,0,1,0,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0)",0,0.3333333333333333
2736,1,1,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2737,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.007462686567164179
2738,1,0,1,0,1,0,0,1,1,1,1,1,0,1,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1)",1,1.0
2739,1,1,0,0,1,1,1,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.007462686567164179
2740,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",1,1.0
2741,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
2742,1,1,0,0,0,1,0,0,0,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.014285714285714285
2743,1,1,0,0,1,0,0,1,1,0,1,0,1,0,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0)",0,0.12903225806451613
2744,1,0,1,0,1,0,1,1,1,0,1,1,0,0,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",1,0.3181818181818182
2745,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",0,0.03787878787878788
2746,1,1,1,0,0,1,1,0,1,1,1,1,0,0,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0)",0,0.2
2747,1,0,0,0,1,0,0,1,1,0,1,0,0,0,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0365093499554764
2748,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.0594059405940594
2749,1,1,0,0,0,1,0,0,1,1,0,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.02631578947368421
2750,1,0,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.02040816326530612
2751,1,1,0,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.0034129692832764505
2752,0,0,0,0,1,0,1,1,1,0,0,1,0,0,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0)",1,0.6666666666666666
2753,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",1,0.23195876288659795
2754,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.017241379310344827
2755,1,1,1,0,1,1,0,0,1,1,0,0,0,1,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1)",0,0.3333333333333333
2756,1,0,1,1,1,0,1,1,1,0,1,0,1,1,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
2757,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.002857142857142857
2758,1,1,1,0,1,1,1,0,0,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",0,0.045454545454545456
2759,1,0,0,0,1,0,1,1,1,0,1,0,0,1,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2760,1,1,0,0,0,0,0,1,1,0,1,0,0,0,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",0,0.00909090909090909
2761,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.002857142857142857
2762,1,1,0,0,1,0,0,1,1,0,1,0,0,1,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2763,1,1,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0025906735751295338
2764,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
2765,1,0,1,0,0,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0033112582781456954
2766,1,1,0,0,1,1,0,0,1,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.002857142857142857
2767,1,1,1,1,1,0,0,1,1,0,0,0,0,1,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1)",1,1.0
2768,1,0,0,0,0,1,1,0,1,1,1,0,0,0,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0070921985815602835
2769,1,1,1,0,1,1,1,0,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.007692307692307693
2770,1,1,1,0,1,1,0,0,1,1,1,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0047169811320754715
2771,1,1,1,1,1,1,1,0,1,1,1,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.0034482758620689655
2772,1,1,1,0,0,1,0,0,1,0,1,0,0,0,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.006024096385542169
2773,1,1,0,0,1,1,0,0,0,0,1,0,0,0,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",0,0.00625
2774,1,0,1,1,0,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2775,1,0,1,1,1,0,1,1,0,0,0,0,1,0,"(1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0)",1,0.4
2776,1,0,1,1,1,1,1,0,1,0,1,0,0,0,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",0,0.02040816326530612
2777,0,1,0,0,1,1,0,0,1,0,1,0,0,0,"(0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.043478260869565216
2778,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
2779,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",0,0.015873015873015872
2780,1,0,1,0,0,0,1,1,1,0,1,0,0,0,"(1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.09090909090909091
2781,1,0,1,0,1,0,1,1,1,0,1,0,0,1,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",1,1.0
2782,1,0,0,0,1,1,1,0,0,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",0,0.027777777777777776
2783,1,0,1,1,1,1,1,0,1,0,1,0,0,1,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",1,1.0
2784,1,0,0,0,1,1,0,0,0,0,1,0,1,0,"(1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0)",0,0.2
2785,1,0,1,1,0,1,0,0,1,1,1,0,0,0,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.010869565217391304
2786,1,1,1,0,1,0,1,1,1,0,1,0,0,0,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",0,0.056910569105691054
2787,1,0,1,0,1,1,1,0,1,1,1,0,0,0,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",0,0.006211180124223602
2788,1,1,1,1,1,1,1,0,1,1,0,0,0,0,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0)",0,0.047619047619047616
2789,0,0,1,0,1,1,0,0,1,0,1,0,0,0,"(0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",0,0.03225806451612903
2790,1,1,1,0,1,1,0,0,1,1,0,0,0,0,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",0,0.05
2791,1,0,0,0,1,1,0,0,1,1,1,0,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",0,0.0017889087656529517
2792,1,0,0,0,1,1,0,0,1,0,1,1,0,0,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0)",0,0.09523809523809523
2793,1,0,0,0,0,1,1,0,1,1,1,0,0,1,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1)",0,0.2857142857142857
2794,1,1,1,1,1,0,1,1,1,0,0,0,0,0,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",0,0.125
2795,1,1,0,0,1,1,0,0,0,1,1,0,0,1,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1)",0,0.05
2796,0,0,1,1,1,0,1,1,1,0,1,0,1,1,"(0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",1,1.0
